Performing system checks...

System check identified no issues (0 silenced).
November 20, 2024 - 05:27:53
Django version 4.2.16, using settings 'ScriptRepo.settings'
Starting development server at http://127.0.0.1:24756/
Quit the server with CTRL-BREAK.

[20/Nov/2024 05:27:53] "GET /ScriptRepository/ HTTP/1.1" 200 6389
[20/Nov/2024 05:47:47] "GET /ScriptRepository/ HTTP/1.1" 200 6389
[20/Nov/2024 06:02:55] "GET /ScriptRepository/about/ HTTP/1.1" 200 4024
[20/Nov/2024 06:02:56] "GET /ScriptRepository/ HTTP/1.1" 200 6389
[20/Nov/2024 06:02:57] "GET /ScriptRepository/media/profile_pics/BackGround.png HTTP/1.1" 304 0
[20/Nov/2024 06:05:36] "GET /ScriptRepository/about/ HTTP/1.1" 200 4024
[20/Nov/2024 06:05:40] "GET /ScriptRepository/admin HTTP/1.1" 301 0
[20/Nov/2024 06:05:40] "GET /ScriptRepository/admin/ HTTP/1.1" 302 0
[20/Nov/2024 06:05:40] "GET /ScriptRepository/admin/login/?next=/ScriptRepository/admin/ HTTP/1.1" 200 4368
[20/Nov/2024 06:05:40] "GET /ScriptRepository/static/admin/css/base.css HTTP/1.1" 200 22092
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/js/theme.js HTTP/1.1" 200 1653
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/css/dark_mode.css HTTP/1.1" 200 2804
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/css/responsive.css HTTP/1.1" 200 17972
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
[20/Nov/2024 06:05:41] "GET /ScriptRepository/static/admin/css/login.css HTTP/1.1" 200 951
